"OA",84.05,84.42,2.78,+1.16,85.32,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,276349,"Orbital ATK, Inc. Common Stock",7562289.9961913,6
"RTN",122.95,122.95,-0.68,+0.08,123.18,2.30,"+0.07%",2.03,298997000,1.58,17.50,15.51,514588,"Raytheon Company Common Stock",7562289.9961913,6
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343463,"Rockwell Collins, Inc. Common S",7562289.9961913,6
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,329073,"Spirit Aerosystems Holdings, In",7562289.9961913,6
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69210,"Teledyne Technologies Incorpora",7562289.9961913,6
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168111,"Transdigm Group Incorporated Tr",7562289.9961913,6
"TGI",32.02,32.18,1.10,-1.60,30.50,5.40,"-5.00%",3.34,49328000,0.40,5.52,5.57,371022,"Triumph Group, Inc. Common Stoc",7562289.9961913,6
"AIR",22.80,22.93,1.84,+0.09,22.90,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562293.0146176,7
"AJRD",15.87,15.90,-0.12,-0.07,15.81,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,75003,"Aerojet Rocketdyne Holdings, In",7562293.0146176,7
"AVAV",27.63,27.75,1.88,+0.20,27.82,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71548,"AeroVironment, Inc.",7562293.0146176,7
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1600,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562293.0146176,7
"BEAV",46.910,47.010,2.333,-0.622,46.300,4.040,"-1.326%",1.210,102110000,1.755,14.331,12.647,250665,"B/E Aerospace, Inc.",7562293.0146176,7
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562293.0146176,7
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562293.0146176,7
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562293.0146176,7
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562293.0146176,7
"ESL",65.63,65.82,5.50,-0.93,64.82,3.24,"-1.42%",1.32,29629000,1.04,14.44,11.92,137816,"Esterline Technologies Corporat",7562293.0146176,7
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562293.0146176,7
"HXL",44.06,44.08,1.53,-0.33,43.83,14.52,"-0.75%",1.56,93290000,2.21,17.42,14.92,68264,"Hexcel Corporation Common Stock",7562293.0146176,7
"KLXI",31.88,31.94,2.80,+0.05,31.93,8.18,"+0.16%",-1.11,52798000,0.99,14.58,12.47,70834,"KLX Inc.",7562293.0146176,7
"LMIA",8.98,8.98,-0.29,+0.02,9.04,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4575,"LMI Aerospace, Inc.",7562293.0146176,7
"OA",84.05,84.42,2.78,+1.16,85.32,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,276349,"Orbital ATK, Inc. Common Stock",7562293.0146176,7
"RTN",122.95,122.95,-0.68,+0.08,123.18,2.30,"+0.07%",2.03,298997000,1.58,17.50,15.51,514588,"Raytheon Company Common Stock",7562293.0146176,7
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343463,"Rockwell Collins, Inc. Common S",7562293.0146176,7
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,329073,"Spirit Aerosystems Holdings, In",7562293.0146176,7
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69210,"Teledyne Technologies Incorpora",7562293.0146176,7
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168111,"Transdigm Group Incorporated Tr",7562293.0146176,7
"TGI",32.020,32.180,1.090,-1.605,30.500,5.400,"-5.012%",3.340,49328000,0.404,5.520,5.571,371522,"Triumph Group, Inc. Common Stoc",7562293.0146176,7
"AIR",22.800,22.930,1.669,-0.085,22.770,4.970,"-0.373%",1.480,34400000,0.491,17.746,11.649,183061,"AAR Corp. Common Stock",7567589.1271125,8
"AJRD",15.87,15.90,-0.13,-0.08,15.80,22.48,"-0.50%",1.07,64400000,0.60,21.34,15.04,105801,"Aerojet Rocketdyne Holdings, In",7567589.1271125,8
"AVAV",27.6300,27.7500,1.6856,+0.0096,27.6800,8.3800,"+0.0348%",-14.3900,22985000,2.3817,276.3960,98.7129,82294,"AeroVironment, Inc.",7567589.1271125,8
"ATRO",36.48,36.71,3.34,-0.44,36.12,2.70,"-1.21%",0.40,25600000,1.35,15.14,13.76,49285,"Astronics Corporation",7567589.1271125,8
"BEAV",46.910,47.010,2.310,-0.645,46.290,4.040,"-1.375%",1.210,102110000,1.755,14.324,12.641,329643,"B/E Aerospace, Inc.",7567589.1271125,8
"CAE",11.32,11.34,0.50,+0.10,11.42,3.78,"+0.88%",1.50,269932000,1.67,13.60,12.55,20710,"CAE Inc. Ordinary Shares",7567589.1271125,8
"CVU",7.2500,6.4000,-1.1481,-0.2095,7.1900,7.7900,"-2.8897%",0.5800,8577000,0.7012,8.4825,6.0175,75962,"CPI Aerostructures, Inc. Common",7567589.1271125,8
"CW",74.63,74.70,4.41,-0.94,73.74,4.22,"-1.26%",1.65,44528000,1.51,17.97,16.27,189914,"Curtiss-Wright Corporation Comm",7567589.1271125,8
"DCO",15.37,15.38,1.06,+0.14,15.68,8.85,"+0.91%",1.49,11083000,0.24,10.55,8.48,16245,"Ducommun Incorporated Common St",7567589.1271125,8
"ESL",65.63,65.82,4.91,-1.52,64.28,3.24,"-2.32%",1.32,29629000,1.04,14.31,11.81,181468,"Esterline Technologies Corporat",7567589.1271125,8
"HEI",59.64,59.72,2.18,-0.67,59.03,8.68,"-1.12%",2.29,66900000,3.25,25.86,23.49,70445,"Heico Corporation Common Stock",7567589.1271125,8
"HXL",44.06,44.08,1.62,-0.24,43.89,14.52,"-0.54%",1.56,93290000,2.21,17.46,14.96,121204,"Hexcel Corporation Common Stock",7567589.1271125,8
"KLXI",31.88,31.94,2.61,-0.14,31.78,8.18,"-0.44%",-1.11,52798000,0.99,14.49,12.40,100829,"KLX Inc.",7567589.1271125,8
"LMIA",8.98,8.98,-0.48,-0.17,8.90,8.16,"-1.89%",1.23,12994000,0.31,48.94,16.62,10107,"LMI Aerospace, Inc.",7567589.1271125,8
"OA",84.05,84.42,2.25,+0.63,85.10,1.69,"+0.75%",1.02,60186000,1.31,15.34,13.34,378208,"Orbital ATK, Inc. Common Stock",7567589.1271125,8
"RTN",122.95,122.95,-1.71,-0.95,121.99,2.30,"-0.77%",2.03,298997000,1.58,17.35,15.38,987894,"Raytheon Company Common Stock",7567589.1271125,8
"COL",91.2500,91.4300,4.3014,+0.2083,91.4900,7.1000,"+0.2283%",1.8300,131131000,2.3069,16.4790,15.5277,383098,"Rockwell Collins, Inc. Common S",7567589.1271125,8
"SPR",47.330,47.590,1.142,-0.455,46.890,4.600,"-0.961%",1.010,125925000,0.897,10.851,10.081,447483,"Spirit Aerosystems Holdings, In",7567589.1271125,8
"TDY",86.86,87.13,2.30,-0.24,86.62,6.99,"-0.28%",1.68,35400000,1.34,16.95,15.25,82528,"Teledyne Technologies Incorpora",7567589.1271125,8
"TDG",219.68,219.55,5.06,+0.07,219.83,8.13,"+0.03%",1.45,53466000,4.16,20.29,18.34,212916,"Transdigm Group Incorporated Tr",7567589.1271125,8
"TGI",32.02,32.18,1.14,-1.56,30.44,5.40,"-4.87%",3.34,49328000,0.40,5.53,5.58,534368,"Triumph Group, Inc. Common Stoc",7567589.1271125,8
"AIR",22.80,22.93,1.56,-0.19,22.62,4.97,"-0.83%",1.48,34400000,0.49,17.66,11.59,222717,"AAR Corp. Common Stock",7569120.2974121,1
"AJRD",15.8700,15.9000,-0.0560,-0.0037,15.8900,22.4800,"-0.0233%",1.0700,64400000,0.5983,21.4409,15.1108,117143,"Aerojet Rocketdyne Holdings, In",7569120.2974121,1
"AVAV",27.63,27.75,1.71,+0.03,27.66,8.38,"+0.11%",-14.39,22985000,2.38,276.60,98.79,105942,"AeroVironment, Inc.",7569120.2974121,1
"ATRO",36.48,36.71,3.34,-0.44,36.09,2.70,"-1.21%",0.40,25600000,1.35,15.14,13.76,51708,"Astronics Corporation",7569120.2974121,1
"BEAV",46.91,47.01,2.38,-0.58,46.34,4.04,"-1.24%",1.21,102110000,1.75,14.34,12.66,360715,"B/E Aerospace, Inc.",7569120.2974121,1
"CAE",11.32,11.34,0.48,+0.08,11.42,3.78,"+0.71%",1.50,269932000,1.67,13.57,12.53,22464,"CAE Inc. Ordinary Shares",7569120.2974121,1
"CVU",7.25,6.40,-1.21,-0.27,6.97,7.79,"-3.72%",0.58,8577000,0.70,8.41,5.97,118118,"CPI Aerostructures, Inc. Common",7569120.2974121,1
"CW",74.63,74.70,4.62,-0.73,73.74,4.22,"-0.98%",1.65,44528000,1.51,18.02,16.31,202956,"Curtiss-Wright Corporation Comm",7569120.2974121,1
"DCO",15.37,15.38,1.11,+0.19,15.69,8.85,"+1.24%",1.49,11083000,0.24,10.59,8.50,17258,"Ducommun Incorporated Common St",7569120.2974121,1
"ESL",65.63,65.82,4.78,-1.65,64.00,3.24,"-2.51%",1.32,29629000,1.04,14.28,11.78,213065,"Esterline Technologies Corporat",7569120.2974121,1
"HEI",59.64,59.72,2.24,-0.61,59.02,8.68,"-1.02%",2.29,66900000,3.25,25.89,23.52,78445,"Heico Corporation Common Stock",7569120.2974121,1
"HXL",44.06,44.08,1.58,-0.28,43.81,14.52,"-0.64%",1.56,93290000,2.21,17.44,14.94,147651,"Hexcel Corporation Common Stock",7569120.2974121,1
"KLXI",31.88,31.94,2.82,+0.07,31.97,8.18,"+0.22%",-1.11,52798000,0.99,14.59,12.48,112572,"KLX Inc.",7569120.2974121,1
"LMIA",8.98,8.98,-0.48,-0.17,8.92,8.16,"-1.89%",1.23,12994000,0.31,48.94,16.62,10107,"LMI Aerospace, Inc.",7569120.2974121,1
"OA",84.05,84.42,2.59,+0.97,84.68,1.69,"+1.15%",1.02,60186000,1.31,15.40,13.39,428984,"Orbital ATK, Inc. Common Stock",7569120.2974121,1
"RTN",122.95,122.95,-1.56,-0.80,122.27,2.30,"-0.65%",2.03,298997000,1.58,17.38,15.40,1239612,"Raytheon Company Common Stock",7569120.2974121,1
"COL",91.25,91.43,4.71,+0.62,91.82,7.10,"+0.68%",1.83,131131000,2.31,16.55,15.60,439401,"Rockwell Collins, Inc. Common S",7569120.2974121,1
"SPR",47.33,47.59,1.12,-0.48,46.89,4.60,"-1.01%",1.01,125925000,0.90,10.84,10.08,489896,"Spirit Aerosystems Holdings, In",7569120.2974121,1
"TDY",86.86,87.13,2.35,-0.19,86.62,6.99,"-0.22%",1.68,35400000,1.34,16.96,15.26,88241,"Teledyne Technologies Incorpora",7569120.2974121,1
"TDG",219.68,219.55,5.23,+0.24,219.68,8.13,"+0.11%",1.45,53466000,4.16,20.31,18.36,221022,"Transdigm Group Incorporated Tr",7569120.2974121,1
"TGI",32.02,32.18,1.05,-1.65,30.37,5.40,"-5.15%",3.34,49328000,0.40,5.51,5.56,576038,"Triumph Group, Inc. Common Stoc",7569120.2974121,1
"AIR",22.80,22.93,1.57,-0.18,22.63,4.97,"-0.79%",1.48,34400000,0.49,17.67,11.60,234744,"AAR Corp. Common Stock",7570109.2381482,2
"AJRD",15.87,15.90,-0.03,+0.02,15.89,22.48,"+0.13%",1.07,64400000,0.60,21.47,15.13,130736,"Aerojet Rocketdyne Holdings, In",7570109.2381482,2
"AVAV",27.63,27.75,1.66,-0.02,27.66,8.38,"-0.07%",-14.39,22985000,2.38,276.10,98.61,108412,"AeroVironment, Inc.",7570109.2381482,2
"ATRO",36.48,36.71,3.33,-0.45,36.03,2.70,"-1.23%",0.40,25600000,1.35,15.14,13.75,52484,"Astronics Corporation",7570109.2381482,2
"BEAV",46.91,47.01,2.38,-0.58,46.33,4.04,"-1.24%",1.21,102110000,1.75,14.34,12.66,384561,"B/E Aerospace, Inc.",7570109.2381482,2
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,23194,"CAE Inc. Ordinary Shares",7570109.2381482,2
"CVU",7.25,6.40,-1.19,-0.25,6.97,7.79,"-3.45%",0.58,8577000,0.70,8.43,5.98,125418,"CPI Aerostructures, Inc. Common",7570109.2381482,2
"CW",74.63,74.70,4.62,-0.73,73.93,4.22,"-0.98%",1.65,44528000,1.51,18.02,16.31,217342,"Curtiss-Wright Corporation Comm",7570109.2381482,2
"DCO",15.37,15.38,1.10,+0.18,15.64,8.85,"+1.17%",1.49,11083000,0.24,10.58,8.50,18133,"Ducommun Incorporated Common St",7570109.2381482,2
"ESL",65.63,65.82,4.77,-1.66,63.91,3.24,"-2.53%",1.32,29629000,1.04,14.28,11.78,225965,"Esterline Technologies Corporat",7570109.2381482,2
"HEI",59.64,59.72,2.21,-0.64,59.02,8.68,"-1.07%",2.29,66900000,3.25,25.88,23.51,84025,"Heico Corporation Common Stock",7570109.2381482,2
"HXL",44.06,44.08,1.50,-0.36,43.69,14.52,"-0.82%",1.56,93290000,2.21,17.41,14.91,167348,"Hexcel Corporation Common Stock",7570109.2381482,2
"KLXI",31.88,31.94,2.76,+0.01,31.92,8.18,"+0.03%",-1.11,52798000,0.99,14.56,12.46,121359,"KLX Inc.",7570109.2381482,2
"LMIA",8.98,8.98,-0.42,-0.11,8.96,8.16,"-1.22%",1.23,12994000,0.31,49.28,16.74,10507,"LMI Aerospace, Inc.",7570109.2381482,2
"OA",84.05,84.42,2.71,+1.09,85.24,1.69,"+1.30%",1.02,60186000,1.31,15.42,13.41,463360,"Orbital ATK, Inc. Common Stock",7570109.2381482,2
"RTN",122.95,122.95,-1.30,-0.54,122.31,2.30,"-0.44%",2.03,298997000,1.58,17.41,15.44,1351300,"Raytheon Company Common Stock",7570109.2381482,2
"COL",91.25,91.43,4.76,+0.67,91.96,7.10,"+0.73%",1.83,131131000,2.31,16.56,15.61,512818,"Rockwell Collins, Inc. Common S",7570109.2381482,2
"SPR",47.33,47.59,1.08,-0.52,46.78,4.60,"-1.10%",1.01,125925000,0.90,10.84,10.07,522737,"Spirit Aerosystems Holdings, In",7570109.2381482,2
"TDY",86.86,87.13,2.28,-0.26,86.72,6.99,"-0.30%",1.68,35400000,1.34,16.95,15.25,91674,"Teledyne Technologies Incorpora",7570109.2381482,2
"TDG",219.68,219.55,5.31,+0.32,219.75,8.13,"+0.15%",1.45,53466000,4.16,20.31,18.36,229626,"Transdigm Group Incorporated Tr",7570109.2381482,2
"TGI",32.020,32.180,1.000,-1.695,30.320,5.400,"-5.294%",3.340,49328000,0.404,5.504,5.554,601421,"Triumph Group, Inc. Common Stoc",7570109.2381482,2
"AIR",22.80,22.93,1.57,-0.18,22.62,4.97,"-0.79%",1.48,34400000,0.49,17.67,11.60,314835,"AAR Corp. Common Stock",7571727.0348974,3
"AJRD",15.87,15.90,-0.10,-0.05,15.83,22.48,"-0.32%",1.07,64400000,0.60,21.38,15.07,179848,"Aerojet Rocketdyne Holdings, In",7571727.0348974,3
"AVAV",27.63,27.75,1.55,-0.13,27.54,8.38,"-0.47%",-14.39,22985000,2.38,275.00,98.21,131641,"AeroVironment, Inc.",7571727.0348974,3
"ATRO",36.48,36.71,3.09,-0.69,35.79,2.70,"-1.89%",0.40,25600000,1.35,15.04,13.66,67199,"Astronics Corporation",7571727.0348974,3
"BEAV",46.91,47.01,2.16,-0.80,46.11,4.04,"-1.71%",1.21,102110000,1.75,14.28,12.60,560607,"B/E Aerospace, Inc.",7571727.0348974,3
"CAE",11.32,11.34,0.52,+0.12,11.44,3.78,"+1.06%",1.50,269932000,1.67,13.62,12.57,129554,"CAE Inc. Ordinary Shares",7571727.0348974,3
"CVU",7.25,6.40,-1.23,-0.29,6.97,7.79,"-4.00%",0.58,8577000,0.70,8.39,5.95,155421,"CPI Aerostructures, Inc. Common",7571727.0348974,3
"CW",74.63,74.70,4.51,-0.84,73.75,4.22,"-1.13%",1.65,44528000,1.51,18.00,16.29,279199,"Curtiss-Wright Corporation Comm",7571727.0348974,3
"DCO",15.370,15.380,1.068,+0.145,15.520,8.850,"+0.943%",1.490,11083000,0.244,10.554,8.478,21896,"Ducommun Incorporated Common St",7571727.0348974,3
"ESL",65.63,65.82,4.68,-1.75,63.89,3.24,"-2.67%",1.32,29629000,1.04,14.26,11.76,269264,"Esterline Technologies Corporat",7571727.0348974,3
"HEI",59.64,59.72,2.30,-0.55,58.97,8.68,"-0.92%",2.29,66900000,3.25,25.92,23.54,106759,"Heico Corporation Common Stock",7571727.0348974,3
"HXL",44.06,44.08,1.46,-0.40,43.67,14.52,"-0.91%",1.56,93290000,2.21,17.39,14.90,216347,"Hexcel Corporation Common Stock",7571727.0348974,3
"KLXI",31.88,31.94,2.66,-0.09,31.79,8.18,"-0.28%",-1.11,52798000,0.99,14.52,12.42,161841,"KLX Inc.",7571727.0348974,3
"LMIA",8.98,8.98,-0.41,-0.10,8.88,8.16,"-1.11%",1.23,12994000,0.31,49.33,16.75,11307,"LMI Aerospace, Inc.",7571727.0348974,3
"OA",84.05,84.42,2.87,+1.25,85.15,1.69,"+1.49%",1.02,60186000,1.31,15.45,13.43,622141,"Orbital ATK, Inc. Common Stock",7571727.0348974,3
"RTN",122.95,122.95,-1.26,-0.50,122.46,2.30,"-0.41%",2.03,298997000,1.58,17.42,15.44,1623700,"Raytheon Company Common Stock",7571727.0348974,3
"COL",91.25,91.43,4.81,+0.72,92.01,7.10,"+0.79%",1.83,131131000,2.31,16.57,15.61,720958,"Rockwell Collins, Inc. Common S",7571727.0348974,3
"SPR",47.33,47.59,0.97,-0.63,46.71,4.60,"-1.33%",1.01,125925000,0.90,10.81,10.04,659953,"Spirit Aerosystems Holdings, In",7571727.0348974,3
"TDY",86.86,87.13,2.09,-0.45,86.46,6.99,"-0.52%",1.68,35400000,1.34,16.91,15.21,119351,"Teledyne Technologies Incorpora",7571727.0348974,3
"TDG",219.68,219.55,5.01,+0.02,219.60,8.13,"+0.01%",1.45,53466000,4.16,20.29,18.34,257101,"Transdigm Group Incorporated Tr",7571727.0348974,3
"TGI",32.02,32.18,1.01,-1.69,30.35,5.40,"-5.28%",3.34,49328000,0.40,5.50,5.55,703891,"Triumph Group, Inc. Common Stoc",7571727.0348974,3
"AIR",22.80,22.93,1.57,-0.18,26.46,4.97,"-0.79%",1.48,34400000,0.49,17.67,11.60,338683,"AAR Corp. Common Stock",7573637.73264,4
"AJRD",15.87,15.90,-0.09,-0.04,15.84,22.48,"-0.25%",1.07,64400000,0.60,21.39,15.08,192483,"Aerojet Rocketdyne Holdings, In",7573637.73264,4
"AVAV",27.63,27.75,1.59,-0.09,29.50,8.38,"-0.33%",-14.39,22985000,2.38,275.40,98.36,137659,"AeroVironment, Inc.",7573637.73264,4
"ATRO",36.48,36.71,3.04,-0.74,38.79,2.70,"-2.03%",0.40,25600000,1.35,15.02,13.64,78935,"Astronics Corporation",7573637.73264,4
"BEAV",46.91,47.01,2.18,-0.78,46.21,4.04,"-1.66%",1.21,102110000,1.75,14.28,12.60,762253,"B/E Aerospace, Inc.",7573637.73264,4
"CAE",11.32,11.34,0.53,+0.13,13.39,3.78,"+1.15%",1.50,269932000,1.67,13.63,12.58,130075,"CAE Inc. Ordinary Shares",7573637.73264,4
"CVU",7.25,6.40,-1.26,-0.32,6.97,7.79,"-4.41%",0.58,8577000,0.70,8.35,5.92,155566,"CPI Aerostructures, Inc. Common",7573637.73264,4
"CW",74.63,74.70,4.54,-0.81,73.75,4.22,"-1.09%",1.65,44528000,1.51,18.00,16.30,300988,"Curtiss-Wright Corporation Comm",7573637.73264,4
"DCO",15.37,15.38,1.08,+0.16,15.52,8.85,"+1.04%",1.49,11083000,0.24,10.56,8.49,23983,"Ducommun Incorporated Common St",7573637.73264,4
"ESL",65.63,65.82,4.69,-1.74,67.17,3.24,"-2.65%",1.32,29629000,1.04,14.26,11.77,281483,"Esterline Technologies Corporat",7573637.73264,4
"HEI",59.64,59.72,2.30,-0.55,58.97,8.68,"-0.92%",2.29,66900000,3.25,25.92,23.54,120981,"Heico Corporation Common Stock",7573637.73264,4
"HXL",44.06,44.08,1.47,-0.39,47.38,14.52,"-0.89%",1.56,93290000,2.21,17.40,14.90,225903,"Hexcel Corporation Common Stock",7573637.73264,4
"KLXI",31.88,31.94,2.65,-0.10,34.08,8.18,"-0.31%",-1.11,52798000,0.99,14.51,12.41,180756,"KLX Inc.",7573637.73264,4
"LMIA",8.98,8.98,-0.41,-0.10,8.88,8.16,"-1.11%",1.23,12994000,0.31,49.33,16.75,11625,"LMI Aerospace, Inc.",7573637.73264,4
"OA",84.05,84.42,2.78,+1.16,85.15,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,749084,"Orbital ATK, Inc. Common Stock",7573637.73264,4
"RTN",122.95,122.95,-1.32,-0.56,122.46,2.30,"-0.46%",2.03,298997000,1.58,17.41,15.43,1844063,"Raytheon Company Common Stock",7573637.73264,4
"COL",91.25,91.43,4.81,+0.72,92.01,7.10,"+0.79%",1.83,131131000,2.31,16.57,15.61,805278,"Rockwell Collins, Inc. Common S",7573637.73264,4
"SPR",47.33,47.59,0.97,-0.63,49.85,4.60,"-1.33%",1.01,125925000,0.90,10.81,10.04,688497,"Spirit Aerosystems Holdings, In",7573637.73264,4
"TDY",86.86,87.13,2.09,-0.45,90.84,6.99,"-0.52%",1.68,35400000,1.34,16.91,15.21,128253,"Teledyne Technologies Incorpora",7573637.73264,4
"TDG",219.68,219.55,4.94,-0.05,230.93,8.13,"-0.02%",1.45,53466000,4.16,20.28,18.33,271548,"Transdigm Group Incorporated Tr",7573637.73264,4
"TGI",32.02,32.18,1.02,-1.68,32.92,5.40,"-5.25%",3.34,49328000,0.40,5.51,5.56,744190,"Triumph Group, Inc. Common Stoc",7573637.73264,4
"AIR",22.80,22.93,1.45,-0.18,26.46,4.97,"-0.79%",1.48,34400000,0.49,17.67,11.60,339136,"AAR Corp. Common Stock",7610788.1157843,0
"AJRD",15.87,15.90,-0.14,-0.04,15.84,22.48,"-0.25%",1.07,64400000,0.60,21.39,15.08,193283,"Aerojet Rocketdyne Holdings, In",7610788.1157843,0
"AVAV",27.63,27.75,1.46,-0.09,31.50,8.38,"-0.33%",-14.39,22985000,2.38,275.40,98.36,137911,"AeroVironment, Inc.",7610788.1157843,0
"ATRO",36.48,36.71,2.79,-0.74,40.33,2.70,"-2.03%",0.40,25600000,1.35,15.02,13.64,79216,"Astronics Corporation",7610788.1157843,0
"BEAV",46.91,47.01,2.10,-0.78,50.07,4.04,"-1.66%",1.21,102110000,1.75,14.28,12.60,762253,"B/E Aerospace, Inc.",7610788.1157843,0
"CAE",11.32,11.34,0.47,+0.13,13.39,3.78,"+1.15%",1.50,269932000,1.67,13.63,12.58,130075,"CAE Inc. Ordinary Shares",7610788.1157843,0
"CVU",7.25,6.40,-1.19,-0.32,9.60,7.79,"-4.41%",0.58,8577000,0.70,8.35,5.92,155566,"CPI Aerostructures, Inc. Common",7610788.1157843,0
"CW",74.63,74.70,4.25,-0.81,73.75,4.22,"-1.09%",1.65,44528000,1.51,18.00,16.30,301595,"Curtiss-Wright Corporation Comm",7610788.1157843,0
"DCO",15.37,15.38,1.02,+0.16,15.52,8.85,"+1.04%",1.49,11083000,0.24,10.56,8.49,24124,"Ducommun Incorporated Common St",7610788.1157843,0
"ESL",65.63,65.82,4.86,-1.74,67.17,3.24,"-2.65%",1.32,29629000,1.04,14.26,11.77,281860,"Esterline Technologies Corporat",7610788.1157843,0
"HEI",59.64,59.72,2.06,-0.55,58.97,8.68,"-0.92%",2.29,66900000,3.25,25.92,23.54,121227,"Heico Corporation Common Stock",7610788.1157843,0
"HXL",44.06,44.08,1.32,-0.39,47.39,14.52,"-0.89%",1.56,93290000,2.21,17.40,14.90,225903,"Hexcel Corporation Common Stock",7610788.1157843,0
"KLXI",31.88,31.94,2.54,-0.10,34.08,8.18,"-0.31%",-1.11,52798000,0.99,14.51,12.41,181430,"KLX Inc.",7610788.1157843,0
"LMIA",8.98,8.98,-0.37,-0.10,8.88,8.16,"-1.11%",1.23,12994000,0.31,49.33,16.75,11625,"LMI Aerospace, Inc.",7610788.1157843,0
"OA",84.05,84.42,2.97,+1.16,89.00,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,749084,"Orbital ATK, Inc. Common Stock",7610788.1157843,0
"RTN",122.95,122.95,-1.11,-0.56,123.00,2.30,"-0.46%",2.03,298997000,1.58,17.41,15.43,1847759,"Raytheon Company Common Stock",7610788.1157843,0
"COL",91.25,91.43,4.30,+0.72,93.30,7.10,"+0.79%",1.83,131131000,2.31,16.57,15.61,805278,"Rockwell Collins, Inc. Common S",7610788.1157843,0
"SPR",47.33,47.59,0.81,-0.63,50.71,4.60,"-1.33%",1.01,125925000,0.90,10.81,10.04,688497,"Spirit Aerosystems Holdings, In",7610788.1157843,0
"TDY",86.86,87.13,1.76,-0.45,90.84,6.99,"-0.52%",1.68,35400000,1.34,16.91,15.21,128704,"Teledyne Technologies Incorpora",7610788.1157843,0
"TDG",219.68,219.55,5.37,-0.05,230.92,8.13,"-0.02%",1.45,53466000,4.16,20.28,18.33,271548,"Transdigm Group Incorporated Tr",7610788.1157843,0
"TGI",32.02,32.18,0.84,-1.68,32.92,5.40,"-5.25%",3.34,49328000,0.40,5.51,5.56,744190,"Triumph Group, Inc. Common Stoc",7610788.1157843,0
"AIR",22.80,22.93,1.45,-0.18,26.46,4.97,"-0.79%",1.48,34400000,0.49,17.67,11.60,339136,"AAR Corp. Common Stock",7610797.9527549,1
"AJRD",15.87,15.90,-0.14,-0.04,15.84,22.48,"-0.25%",1.07,64400000,0.60,21.39,15.08,193283,"Aerojet Rocketdyne Holdings, In",7610797.9527549,1
"AVAV",27.63,27.75,1.46,-0.09,31.50,8.38,"-0.33%",-14.39,22985000,2.38,275.40,98.36,137911,"AeroVironment, Inc.",7610797.9527549,1
"ATRO",36.48,36.71,2.79,-0.74,40.33,2.70,"-2.03%",0.40,25600000,1.35,15.02,13.64,79216,"Astronics Corporation",7610797.9527549,1
"BEAV",46.91,47.01,2.10,-0.78,50.07,4.04,"-1.66%",1.21,102110000,1.75,14.28,12.60,762253,"B/E Aerospace, Inc.",7610797.9527549,1
"CAE",11.32,11.34,0.47,+0.13,13.39,3.78,"+1.15%",1.50,269932000,1.67,13.63,12.58,130075,"CAE Inc. Ordinary Shares",7610797.9527549,1
"CVU",7.25,6.40,-1.19,-0.32,9.60,7.79,"-4.41%",0.58,8577000,0.70,8.35,5.92,155566,"CPI Aerostructures, Inc. Common",7610797.9527549,1
"CW",74.63,74.70,4.25,-0.81,73.75,4.22,"-1.09%",1.65,44528000,1.51,18.00,16.30,301595,"Curtiss-Wright Corporation Comm",7610797.9527549,1
